0.042168,-0.000983073,0.877012,0.000598958,0.123238,-0.0337587,0.0,0.0,1.0
0.0412435,0.00526693,0.868835,-0.00311632,0.124106,-0.0346441,0.0,0.0,1.0
0.0408724,-0.000820312,0.85526,0.000503472,0.118142,-0.0408333,0.0,0.0,1.0
0.0398307,0.000638021,0.848646,-0.000381944,0.118368,-0.0479167,0.0,0.0,1.0
0.0380794,-0.0103971,0.840879,0.00594618,0.118325,-0.050026,0.0,0.0,1.0
0.0404036,-0.00723958,0.832331,0.00449653,0.115799,-0.0516146,0.0,0.0,1.0
0.0397396,-0.00255208,0.826224,0.0016059,0.112161,-0.0590017,0.0,0.0,1.0
0.0357682,-0.000950521,0.81888,0.00046875,0.128958,-0.045191,0.0,0.0,1.0
0.0340885,0.000429687,0.812643,-0.000190972,0.129132,-0.0490104,0.0,0.0,1.0
0.0341667,-0.00480469,0.807279,0.00223958,0.130295,-0.0469444,0.0,0.0,1.0
0.0326823,-0.00822917,0.803984,0.00383681,0.124948,-0.0427431,0.0,0.0,1.0
0.0326367,-0.0159701,0.79778,0.0075,0.123524,-0.0380382,0.0,0.0,1.0
0.0311849,-0.014987,0.792734,0.00749132,0.110894,-0.0362934,0.0,0.0,1.0
0.0351367,-0.0108659,0.781126,0.00635417,0.106788,-0.0430035,0.0,0.0,1.0
0.0358464,-0.00246094,0.768151,0.00152778,0.101962,-0.0415104,0.0,0.0,1.0
0.0363672,0.00438802,0.754974,-0.00273437,0.10362,-0.0470573,0.0,0.0,1.0
0.0340104,-0.00360677,0.743763,0.00215278,0.101267,-0.0418924,0.0,0.0,1.0
0.035651,-0.00416667,0.73263,0.00261285,0.100929,-0.043342,0.0,0.0,1.0
0.034388,-0.00424479,0.724075,0.00268229,0.096901,-0.0475955,0.0,0.0,1.0
0.0377604,1.66533e-16,0.709635,0.0,0.0972222,-0.0486111,0.0,0.0,1.0
0.0342578,-0.00485677,0.704531,0.00310764,0.095191,-0.04875,0.0,0.0,1.0
0.0358529,-0.00281901,0.692858,0.00184028,0.0978299,-0.0527951,0.0,0.0,1.0
0.0366471,-0.0026888,0.683574,0.00184896,0.0948177,-0.0501476,0.0,0.0,1.0
0.036556,0.000722656,0.675332,-0.000486111,0.0962326,-0.0492535,0.0,0.0,1.0
0.0370443,-0.0166406,0.669701,0.0119792,0.0915104,-0.0560937,0.0,0.0,1.0
0.038776,-5.20833e-05,0.656563,4.34028e-05,0.0975955,-0.054349,0.0,0.0,1.0
0.0363151,-0.0036849,0.647474,0.00244792,0.0975174,-0.0525,0.0,0.0,1.0
0.0369727,-0.00103516,0.638184,0.000711806,0.095625,-0.0502604,0.0,0.0,1.0
0.0414323,-0.000898438,0.626576,0.000703125,0.0934635,-0.0516927,0.0,0.0,1.0
0.0389779,0.00223307,0.620423,-0.00175347,0.088125,-0.0524479,0.0,0.0,1.0
0.0391862,-0.0245117,0.615566,0.0214931,0.0794271,-0.053316,0.0,0.0,1.0
0.0363411,-0.0301693,0.60651,0.0272656,0.0715191,-0.0533247,0.0,0.0,1.0
0.0353711,-0.0288997,0.59929,0.0233507,0.0778472,-0.056441,0.0,0.0,1.0
0.0333659,-0.022832,0.592363,0.0163889,0.0826215,-0.0537674,0.0,0.0,1.0
0.0320312,0.000820312,0.58819,-0.000546875,0.0863976,-0.0582205,0.0,0.0,1.0
0.0307747,-0.00361328,0.57877,0.00222222,0.0889757,-0.0610243,0.0,0.0,1.0
0.0313802,0.0056901,0.56931,-0.00355035,0.0894184,-0.0633767,0.0,0.0,1.0
0.0303776,-7.8125e-05,0.564544,3.47222e-05,0.092066,-0.0551562,0.0,0.0,1.0
0.0322396,-0.0036849,0.553242,0.00241319,0.0873611,-0.0594271,0.0,0.0,1.0
0.0308333,-0.00367187,0.545807,0.00223958,0.0901215,-0.0623264,0.0,0.0,1.0
0.0285938,0.000859375,0.537188,-0.000503472,0.0876736,-0.0571701,0.0,0.0,1.0
0.0290104,-0.00114583,0.529167,0.000694444,0.0846875,-0.0599653,0.0,0.0,1.0
0.028151,-0.00192708,0.522891,0.00109375,0.087934,-0.0576042,0.0,0.0,1.0
0.0267839,0.00126302,0.511667,-0.000720486,0.0837587,-0.0688628,0.0,0.0,1.0
0.0280469,0.00425781,0.503581,-0.00248264,0.0853472,-0.0691146,0.0,0.0,1.0
0.0244466,-0.00361328,0.499668,0.00180556,0.0866319,-0.0666667,0.0,0.0,1.0
0.0261003,-0.00190755,0.486504,0.00105903,0.0837674,-0.0730208,0.0,0.0,1.0
0.0299089,-0.00231771,0.476758,0.00144965,0.0851823,-0.0688628,0.0,0.0,1.0
0.0275651,-0.0109505,0.469974,0.00643229,0.0832899,-0.0702344,0.0,0.0,1.0
0.029069,-0.0124414,0.459642,0.00800347,0.0803125,-0.0749826,0.0,0.0,1.0
0.0319987,-0.00986328,0.455619,0.0065625,0.0854514,-0.0762847,0.0,0.0,1.0
0.0298437,-0.00528646,0.448568,0.00342882,0.0818142,-0.0716059,0.0,0.0,1.0
0.0327734,-0.00748698,0.449375,0.00553819,0.0786806,-0.0751215,0.0,0.0,1.0
0.0331055,-0.00422526,0.448639,0.00315104,0.0787066,-0.0754253,0.0,0.0,1.0
0.0313151,0.000898438,0.444349,-0.000677083,0.0729514,-0.0715104,0.0,0.0,1.0
0.0337695,-0.000136719,0.437689,0.000104167,0.0746875,-0.0719792,0.0,0.0,1.0
0.028418,0.00182943,0.441712,-0.00117188,0.0784983,-0.0778906,0.0,0.0,1.0
0.0304818,-0.00292969,0.440495,0.00190972,0.0832118,-0.0765104,0.0,0.0,1.0
