218.4075,133.37,393.2475,142.295,384.7425,308.99,209.9025,300.065
219.8075,134.2425,393.6125,145.5525,382.8425,311.0475,209.0375,299.7375
212.86,136.63,388.525,155.275,370.78,322.45,195.115,303.805
199.6775,158.46875,374.9375,186.59375,351.0725,335.34875,175.8125,307.23875
186.1825,178.44625,359.1475,187.40125,351.0475,343.77625,178.0825,334.80625
192.21,167.6225,366.555,176.7125,357.93,342.0875,183.585,332.9975
187.61375,168.54,363.08375,172.425,359.60375,329.04,184.14875,325.155
186.385,170.5675,360.22,174.0025,357.235,325.0225,183.4,321.5875
157.46,180.92,337.25,182.96,335.54,333.08,155.75,331.04
119.75,240.25,283.25,240.25,283.25,364.75,119.75,364.75
210.5,236.75,363.5,236.75,363.5,370.25,210.5,370.25
216.4,194.635,388.765,194.485,388.9,347.365,216.535,347.515
195.2175,179.2525,372.3075,183.8575,368.3325,337.0375,191.2425,332.4325
183.21,175.2675,358.965,171.9525,362.01,333.3825,186.255,336.6975
174.425,174.865,350.09,174.88,350.075,328.735,174.41,328.72
161.2225,182.715,336.7225,182.925,336.5275,340.425,161.0275,340.215
158.16,189.38,337.17,187.58,338.76,346.04,159.75,347.84
174.8975,178.4125,357.3725,192.4525,346.0325,339.7375,163.5575,325.6975
187.25,158.0,365.75,158.0,365.75,314.0,187.25,314.0
185.2075,123.105,356.6725,120.615,358.8625,271.635,187.3975,274.125
162.5725,115.64,341.1175,113.78,342.7375,269.6,164.1925,271.46
169.53375,137.4975,343.56375,135.7875,344.94375,276.1725,170.92875,277.8825
202.9325,178.9325,372.5825,176.7425,374.3375,313.1375,204.6875,315.3275
232.0725,212.96625,405.3675,213.49125,404.9775,343.90125,231.6825,343.39125
241.3425,216.61375,413.6625,216.49375,413.7675,364.79875,241.4475,364.90375
225.4825,217.95625,406.0825,220.56625,403.9075,370.80625,223.3075,368.18125
213.0,224.0,387.0,224.0,387.0,374.0,213.0,374.0
206.01125,222.59875,380.68625,221.33875,381.81125,375.77875,207.12125,377.05375
198.16,217.84375,375.985,214.37875,378.94,366.62875,201.115,370.07875
193.895,200.405,369.41,200.105,369.665,354.515,194.15,354.815
195.13,188.61875,369.145,190.49375,367.45,347.73875,193.435,345.87875
200.15375,182.5525,376.65875,183.1375,376.17875,332.5975,199.65875,332.0125
209.80125,172.54,387.34125,172.84,387.10125,320.74,209.54625,320.44
205.87,150.04375,387.025,149.99875,387.07,301.15375,205.915,301.21375
198.0525,129.2725,371.2275,132.8425,368.1975,279.6175,195.0225,276.0475
191.0,109.5,365.0,109.5,365.0,256.5,191.0,256.5
197.4,91.29875,376.695,94.88375,373.62,248.51375,194.325,244.91375
213.32125,104.73125,391.52125,104.74625,391.52125,252.25625,213.30625,252.25625
225.395,104.09625,397.925,107.66625,394.745,261.19125,222.215,257.63625
224.1325,112.18625,397.7575,112.24625,397.6975,267.97625,224.0725,267.90125
233.6275,153.895,409.2475,154.975,408.3625,299.365,232.7425,298.285
237.545,194.375,410.885,195.74,409.715,345.005,236.375,343.64
240.67,205.07,416.395,204.155,417.19,356.75,241.465,357.665
248.31125,209.4375,418.08125,210.5925,417.03125,366.2925,247.24625,365.1375
237.8825,210.29625,414.8675,208.58625,416.3075,358.76625,239.3225,360.46125
233.83375,195.7425,410.39875,197.6325,408.77875,348.7275,232.19875,346.8375
233.755,188.53625,407.95,190.36625,406.345,342.94625,232.15,341.10125
240.505,172.5225,411.67,179.5575,405.535,328.8075,234.37,321.7725
241.39625,128.24875,411.69125,131.53375,408.46625,298.60375,238.15625,295.30375
240.04,127.735,413.65,129.055,412.42,291.445,238.81,290.125
243.165,146.4975,416.145,150.2475,412.575,314.4525,239.595,310.7025
238.56375,152.3475,411.64875,155.9925,408.34875,313.1625,235.24875,309.5175
235.38875,151.9575,409.32875,152.6175,408.72875,308.5725,234.80375,307.9125
238.5025,152.0725,410.9575,152.9125,410.2075,306.8575,237.7525,306.0175
244.38,157.16,419.235,158.63,417.96,309.56,243.105,308.09
253.415,167.53625,427.175,167.97125,426.785,320.56625,253.025,320.11625
249.655,181.715,427.945,181.505,428.125,334.445,249.835,334.655
231.2,178.86,408.755,188.835,400.34,338.58,222.785,328.605
191.1425,179.0075,371.0225,180.4625,369.7475,337.5425,189.8675,336.0875
168.39375,178.4925,347.94375,180.9075,345.90375,332.1975,166.36875,329.7825
172.5375,180.35375,349.5975,180.11375,349.7925,328.82375,172.7325,329.07875
194.285,178.9375,381.26,179.0725,381.155,330.8125,194.18,330.6775
233.5,185.0,422.5,185.0,422.5,335.0,233.5,335.0
270.25,186.25,460.75,186.25,460.75,340.75,270.25,340.75
306.5225,190.8375,476.7125,193.1925,474.5675,347.2725,304.3775,344.9175
298.5525,189.70125,472.6425,191.38125,471.1575,347.48625,297.0675,345.82125
284.29875,179.55375,462.45375,181.32375,460.89375,340.14375,282.72375,338.38875
258.89625,165.37,442.96125,166.045,442.40625,318.67,258.32625,317.995
225.1325,134.48125,411.7925,133.34125,412.7375,291.26125,226.0775,292.38625
209.81375,129.77,386.61875,130.055,386.36375,287.33,209.57375,287.045
211.4175,144.39,384.9075,143.925,385.3125,296.01,211.8225,296.475
220.1525,160.64625,394.7975,160.94625,394.5575,310.18125,219.9125,309.89625
227.25,177.95,398.58,179.645,397.17,323.39,225.84,321.695
239.37875,189.28,421.10375,191.215,419.57375,335.62,237.83375,333.685
262.40875,200.2525,445.55875,200.1175,445.64875,343.7575,262.51375,343.8925
276.5775,203.085,453.5025,201.24,455.1525,360.075,278.2275,361.92
272.5375,217.56875,450.9925,215.78375,452.4925,365.60375,274.0375,367.37375
267.15,223.91,442.02,223.61,442.29,377.33,267.42,377.63
255.67125,222.885,430.70625,219.12,433.97625,371.535,258.95625,375.3
235.81375,211.565,403.37875,209.48,405.17875,353.435,237.59875,355.52
196.9275,204.40375,372.0675,203.80375,372.5625,346.75375,197.4225,347.36875
184.7875,199.995,356.4925,200.49,356.0425,354.885,184.3375,354.39
181.0,206.0,355.0,206.0,355.0,362.0,181.0,362.0
189.25,206.4875,365.8,210.6875,362.29,357.8825,185.74,353.6825
204.75,192.75,386.25,192.75,386.25,338.25,204.75,338.25
224.0,165.25,398.0,165.25,398.0,307.75,224.0,307.75
236.81,134.88625,413.57,138.35125,410.81,278.55625,234.05,275.07625
263.8175,114.3875,450.7625,118.2875,447.7325,263.3225,260.7875,259.4225
288.5925,119.82375,462.4725,116.46375,465.2775,261.64875,291.3975,264.99375
301.02375,135.40875,471.52875,137.61375,469.66875,281.58375,299.14875,279.36375
298.2975,147.33,472.7475,150.885,469.7325,298.53,295.2825,294.975
286.895,156.95625,461.42,160.85625,458.225,304.09125,283.7,300.20625
263.86,176.16375,439.675,176.88375,439.12,310.48875,263.305,309.75375
239.5,196.5,410.5,196.5,410.5,331.5,239.5,331.5
218.5,203.25,395.5,203.25,395.5,351.75,218.5,351.75
202.515,202.6725,381.72,202.2525,382.065,348.8775,202.86,349.2975
191.355,192.82875,368.145,192.60375,368.325,339.42375,191.535,339.63375
182.0225,180.41375,355.3325,180.95375,354.8675,329.97875,181.5575,329.42375
173.6575,180.41875,349.9975,180.46375,349.9525,328.45375,173.6125,328.39375
182.26625,176.91,361.92125,176.67,362.11625,316.05,182.44625,316.29
198.8825,163.83,380.0675,163.26,380.4875,296.73,199.3025,297.3
214.7775,145.4575,390.8325,143.1925,392.6925,287.5525,216.6375,289.8175
231.51875,150.5925,406.04375,152.8125,404.25875,293.0775,229.74875,290.8575
248.7725,169.71,417.7325,170.835,416.8175,310.23,247.8575,309.105
273.115,196.9125,443.23,203.7975,437.665,341.3775,267.55,334.4925
278.5875,194.9175,453.0825,198.6675,449.8425,349.1925,275.3475,345.4425
261.495,184.9925,441.42,181.0325,444.585,325.0775,264.66,329.0375
231.15,161.69,407.19,162.2,406.77,308.27,230.73,307.76
189.20625,164.0875,355.97625,166.6675,353.62125,318.0625,186.86625,315.4825
152.235,174.865,332.82,178.27,329.565,350.995,148.98,347.59
133.5925,204.24625,311.2525,209.48125,306.6175,366.27625,128.9575,361.02625
139.26,207.22125,310.005,213.61125,304.32,365.32125,133.575,358.91625
145.68125,191.61125,330.85625,195.76625,327.48125,346.47125,142.29125,342.30125
168.055,176.3675,339.115,177.9725,337.765,321.5225,166.705,319.9175
197.06375,146.1475,369.87875,146.5975,369.47375,298.4425,196.67375,297.9925
210.945,145.39125,374.19,145.34625,374.235,305.53125,210.99,305.56125
202.67,167.78,372.155,167.495,372.41,321.98,202.925,322.265
196.69375,176.6025,369.11875,176.8725,368.87875,334.3275,196.43875,334.0575
195.7975,174.1225,368.3275,181.2325,361.7725,340.3675,189.2425,333.2575
194.505,168.98875,375.105,163.57375,379.755,318.56875,199.155,323.99875
